college_name,location,domain,specialization,course,fee,relevant_exam,min_marks,type,accreditation,scholarship,facilities,link
GICTS Group of Institutions,"Gwalior , Madhya Pradesh",Computer Applications,General,BCA,33500.00,CUET,300.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",http://www.gicts.org/
Ganpat University [GUNI],"Mehsana , Gujarat",Computer Applications,General,BCA,77000.00,GUJCET,50.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://www.ganpatuniversity.ac.in/
Asansol Engineering College,"Asansol , West Bengal",Computer Applications,General,BCA,102866.00,CET,50.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",http://www.aecwb.edu.in/
Rajiv Academy for Technology and Management - [RATM],"Mathura , Uttar Pradesh",Computer Applications,General,BCA,50000.00,"CAT , MAT , CUET",300.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://ratm.in/
IMS Unison University - [IUU],"Dehradun , Uttarakhand",Computer Applications,General,BCA,122000.00,CUET,300.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://www.iuu.ac/
Babu Banarasi Das University,"Lucknow , Uttar Pradesh",Computer Applications,General,BCA,105700.00,10+2 examination,75.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://bbdu.ac.in/
Navrachana University,Vadodara,Computer Applications,General,BCA,98000.00,NUWAT,50.00,Private,UGC ,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://nuv.ac.in/
Chitkara University,Patiala,Computer Applications,General,BCA,120000.00,CUET,300.00,Private,UGC,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://www.chitkara.edu.in/
Sambhram Academy of Management Studies - [SAMS],"Bangalore , Karnataka",Computer Applications,General,BCA,70000.00,KMAT and Karnataka PGCET,72.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://sams.edu.in/
Hindu Institute of Management,Sonepat,Computer Applications,General,BCA,30985.00,CBSE 12th and HBSE 12th,75.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://www.himsonepat.org/
Kristu Jayanti College,"Bangalore , Karnataka",Computer Applications,General,BCA,120000.00,10+2 examination,75.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://www.kristujayanti.edu.in/
Jagannath University,"Jaipur , Rajasthan",Computer Applications,General,BCA,90000.00,JUEE,95.00,Government,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://www.jagannathuniversity.org/
Madras Christian College,"Chennai , Tamil Nadu",Computer Applications,General,BCA,100000.00,10+2 examination,75.00,Private,UGC,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://mcc.edu.in/
Mehr Chand Mahajan Dayanand Anglo Vedic College for Women,"Sector 36-A , Chandigarh",Computer Applications,General,BCA,43016.00,CBSE 12th and PSEB 12th,75.00,Private,UGC,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://admissions.mcmdav.com/stulogin
Karpagam Academy of Higher Education,"Coimbatore , Tamil Nadu",Computer Applications,General,BCA,58500.00,CBSE 12th,75.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://kahedu.edu.in/
Amity University,"Lucknow , Uttar Pradesh",Computer Applications,General,BCA,160000.00,CUET,300.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://www.amity.edu/lucknow/
Institute of Science and Management,"Ranchi , Jharkhand",Computer Applications,General,BCA,60000.00,CBSE 12th and JAC 12th,75.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://ismr.ac.in/
NIIS Institute of Information Science & Management - [NIIS],"Bhubaneswar , Odisha",Computer Applications,General,BCA,155000.00,CBSE 12th and Odisha CHSE,75.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://niisgroup.org/
Stella Maris College,"Chennai , Tamil Nadu",Computer Applications,General,BCA,63000.00,CBSE 10th and +2,75.00,Private,UGC,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://stellamariscollege.edu.in/
Mount Carmel College,"Bangalore , Karnataka",Computer Applications,General,BCA,100500.00,CBSE 12th and Karnataka 2nd PUC,75.00,Private,UGC,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://mccblr.edu.in/
PSGR Krishnammal College For Women,"Coimbatore , Tamil Nadu",Computer Applications,General,BCA,40000.00,"CBSE 12th, ISC, and Tamilnadu 12th",75.00,Private,UGC,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://www.psgrkcw.ac.in/
Smt. P.N. Doshi Women's College,"Mumbai , Maharashtra",Computer Applications,General,BCA,25840.00,MAH BBA/BCA CET,50.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://spndoshicollege.com/
Nirmala College,"Ranchi , Jharkhand",Computer Applications,General,BCA,35450.00,Class 12th examinations,75.00,Private,UGC,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://nirmalacollegeranchi.com/
University of Engineering and Management ,"Jaipur , Rajasthan",Computer Applications,General,BCA,114000.00,"IEMJEE exam, MAT",45.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://uem.edu.in/uem-jaipur/
Dewan Institute of Management Studies - [DIMS],"Meerut , Uttar Pradesh",Computer Applications,General,MCA,61200.00,CUET-PG,230.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://dims.dewaninstitutes.com/
Ganeshi Lal Agrawal University,"Mathura , Uttar Pradesh",Computer Applications,General,MCA,166000.00,GLAET,50.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://www.gla.ac.in/
R.C. Institute of Technology,"Gopal Nagar , New Delhi",Computer Applications,General,MCA,116700.00,NIMCET and IPU CET,60.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://rcit.in/
ATM Global Business School (P) ITI,"Faridabad , Haryana",Computer Applications,General,MCA,65000.00,10+2 or equivalent examination,75.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://www.atm.edu.in/
Global Institute of Management Sciences - [GIMS],"Bangalore , Karnataka",Computer Applications,General,MCA,115500.00,Karnataka PGCET and KMAT,72.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://gimsedu.in/
Ganga Institute of Technology and Management - [GITAM],"Jhajjar , Haryana",Computer Applications,General,MCA,58120.00,"GAT (PG Science), JAM, CUET",300.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://www.gangainstitute.com/
Biyani Institute of Science and Management - [BISMA],"Jaipur , Rajasthan",Computer Applications,General,MCA,95000.00,NIMCET,60.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://bisma.in/
JIS College of Engineering,"Kolkata , West Bengal",Computer Applications,General,MCA,239150.00,WBJEE JECA and CEE AMPAI Masters,50.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://www.jiscollege.ac.in/
Shrimad Rajchandra Institute of Management and Computer Application,"Surat , Gujarat",Computer Applications,General,MCA,77650.00,CMAT,50.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",http://srimca.edu.in/
Sri Venkateswara University,"Tirupati , Andhra Pradesh",Computer Applications,General,MCA,22460.00,APICET,50.00,Government,UGC,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",https://svuniversity.edu.in/
Banasthali Vidyapith,"Jaipur , Rajasthan",Computer Applications,General,MCA,124000.00,BUAT,45.00,Private,UGC,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",http://www.banasthali.org/
Ganpat University,"Mehsana , Gujarat",Computer Applications,General,MCA,110250.00,Pearson Undergraduate Entrance Exam,75.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://www.ganpatuniversity.ac.in/
Chandramohan Jha University,"Meghalaya , Assam",Computer Applications,General,MCA,45000.00,"NIMCET, UPSEE, and MAH CET",60.00,Private,UGC,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://www.cmjumeghalaya.edu.in/
MIT School of Management (MITSOM),"Pune , Maharashtra",Computer Applications,General,MCA,200000.00,MAH-MCA-CET entrance exam,50.00,Private,AICTE,Yes,"state-of-the-art medical education facilities,advanced labs, research centers, hospitals,clinical training and hostel facility",http://mitpune.ac.in/10-post-graduates/51-mit-school-of-management-pune.html
Sambhram Academy of Management Studies - [SAMS],"Bangalore , Karnataka",Computer Applications,General,MCA,115500.00,Karnataka PGCET and the KMAT,72.00,Private,AICTE,Yes,"modern classrooms, well-equipped laboratories, a comprehensive library, clinical training at affiliated hospitals, hostel accommodations, sports facilities, and access to healthcare services",https://sams.edu.in/
IIMA - Indian Institute of Management,"Ahmedabad, Gujarat",Management and Buisness,General,PGDM,1325000.00,CAT,99.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iima.ac.in/
IIM Bangalore - Indian Institute of Management,"Bangalore, Karnataka",Management and Buisness,General,PGDM,1315000.00,CAT,99.00,Government,"AICTE, UGC",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iimb.ac.in/
IIMC - Indian Institute of Management,"Kolkata, West Bengal ",Management and Buisness,General,PGDM,1350000.00,CAT,99.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/kCh1zo1
Xavier School of ManagementXavier School of Management,"Jamshedpur, Jharkhand",Management and Buisness,General,PGDM,1500000.00,CAT,92.00,Private,"AICTE, NBA, AACSB, AMBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.xlri.ac.in/
FMS Delhi Faculty of Management Studies,"New Delhi, Delhi NCR",Management and Buisness,General,PGDM,116000.00,CAT,98.00,Government,AICTE,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/UEADPjJ
SP Jain [SPJIMR],"Mumbai, Maharashtra",Management and Buisness,General,PGDM,1125000.00,CAT,85.00,Private,"AICTE, NBA, AACSB, AMBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.spjimr.org/
IIML - Indian Institute of Management,"Lucknow, Uttar Pradesh",Management and Buisness,General,PGDM,1095000.00,CAT,85.00,Government,"UGC, AACSB, AMBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iiml.ac.in/
IIMI - Indian Institute of Management,"Indore, Madhya Pradesh",Management and Buisness,General,PGDM,1050679.00,CAT,90.00,Government,"AACSB, AMBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iimidr.ac.in/
IIMK - Indian Institute of Management,"Kozhikode, Kerala",Management and Buisness,General,PGDM,1025000.00,CAT,97.00,Private,"AACSB, AMBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iimk.ac.in/
JBIMS Mumbai,"Mumbai, Maharashtra",Management and Buisness,General,PGDM,350000.00,CAT,96.00,Private,AICTE,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.jbims.edu/
IIFT Delhi Indian Institute of Foreign Trade,"New Delhi, Delhi NCR",Management and Buisness,General,PGDM,1096000.00,GMAT,700.00,Government,NAAC Grade A+,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iift.ac.in/
MDI Gurgaon,"Gurgaon, Haryana",Management and Buisness,General,PGDM,1100500.00,CAT,95.00,Private,"AICTE, NBA, AACSB, AMBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.mdi.ac.in/
IIM Shillong Indian Institute of Management,"Shillong, Meghalaya",Management and Buisness,General,PGDM,1309000.00,CAT,92.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iimshillong.ac.in/
IIM Mumbai - Indian Institute of Management,"Mumbai, Maharashtra",Management and Buisness,General,PGDM,1050000.00,CAT,95.00,Government,AICTE,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://iimmumbai.ac.in/
TISS Tata Institute of Social Sciences,"Mumbai, Maharashtra",Management and Buisness,General,PGDM,50000.00,CAT,NA,Government,NAAC Grade A,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.tiss.edu/
"Department of Management Studies, IIT Madras - [DoMS IIT Madras]","Chennai, Tamil Nadu",Management and Buisness,General,PGDM,653450.00,CAT,85.00,Government,AICTE,No,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://doms.iitm.ac.in/
"Shailesh J. Mehta School of Management, IIT Bombay - [SJMSOM]","Mumbai, Maharashtra",Management and Buisness,General,PGDM,717650.00,CAT,90.00,Private,AICTE,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/yrDNXsD
DMS - Department of Management Studies IIT,"New Delhi, Delhi NCR",Management and Buisness,General,PGDM,331000.00,CAT,98.00,Government,"AICTE, UGC, NBA",No,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://dms.iitd.ac.in/
Symbiosis Institute of Business Management - [SIBM],"Pune, Maharashtra",Management and Buisness,General,PGDM,1265000.00,SNAP,97.00,Private,NAAC Grade A++,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://sibm.edu/
ISB Hyderabad Indian School of Business,"Hyderabad, Telangana",Management and Buisness,General,PGDM,1963000.00,NA,NA,Private,"AACSB, AMBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.isb.edu/en.html
"School of Business Management, NMIMS University - [SBM NMIMS]","Mumbai, Maharashtra",Management and Buisness,General,PGDM,1250000.00,NMAT,96.00,Private,NAAC Grade A+,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://sbm.nmims.edu/
Indian Institute of Management - [IIMU],"Udaipur, Rajasthan",Management and Buisness,General,PGDM,500000.00,CAT,95.00,Government,AACSB,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iimu.ac.in/
IIM Raipur Indian Institute of Management,"Raipur, Chhattisgarh",Management and Buisness,General,PGDM,1059500.00,CAT,92.00,Government,"MHRD, AACSB",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://iimraipur.ac.in/
Indian Institute of Management - [IIMT],"Tiruchirappalli, Tamil Nadu",Management and Buisness,General,PGDM,975000.00,CAT,92.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/SVFXkK6
Symbiosis Centre for Management and Human Resource Development - [SCMHRD],"Pune, Maharashtra",Management and Buisness,General,PGDM,1250000.00,SNAP,94.00,Private,NAAC Grade A++,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://scmhrd.edu/
IIM Ranchi - Indian Institute of Management,"Ranchi, Jharkhand",Management and Buisness,General,PGDM,875000.00,CAT,92.00,Private,"MHRD, AACSB",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://iimranchi.ac.in/
VGSOM - Vinod Gupta School of Management IIT,"Kharagpur, West Bengal",Management and Buisness,General,PGDM,619900.00,CAT,90.00,Private,AICTE,No,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://som.iitkgp.ac.in/
IIT Madras - Indian Institute of Technology - [IITM],"Chennai, Tamil Nadu",Management and Buisness,General,PGDM,581000.00,CAT,85.00,Government,AICTE,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iitm.ac.in/
IIM Rohtak Indian Institute of Management,"Rohtak, Haryana",Management and Buisness,General,PGDM,1012515.00,CAT,95.00,Government,AMBA,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iimrohtak.ac.in/
ndian Institute of Management - [IIM],"Kashipur, Uttarakhand",Management and Buisness,General,PGDM,1017000.00,CAT,92.00,Government,AACSB,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iimkashipur.ac.in/
IMT - Institute of Management Technology,"Ghaziabad, Uttar Pradesh",Management and Buisness,General,PGDM,1223000.00,CAT,90.00,Private,"AICTE, NBA, AIU, AACSB",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.imt.edu/
XIMB,"Bhubaneswar, Odisha",Management and Buisness,General,PGDM,1340000.00,CAT,91.00,Government,NAAC Grade A 3.1,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://ximb.edu.in/
MICA Ahmedabad,"Ahmedabad, Gujarat",Management and Buisness,General,PGDM,1300000.00,XAT,80.00,Private,"AICTE, NBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.mica.ac.in/
Indian Institute of Management - [IIMN],"Nagpur, Maharashtra ",Management and Buisness,General,PGDM,1130000.00,CAT,90.00,Private,,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iimnagpur.ac.in/
IIMV - Indian Institute of Management,"Visakhapatnam, Andhra Pradesh",Management and Buisness,General,PGDM,1065690.00,CAT,80.00,Government,"MHRD, AACSB",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iimv.ac.in/
IIM Amritsar - Indian Institute of Management,"Amritsar, Punjab",Management and Buisness,General,PGDM,955000.00,CAT,88.00,Private,MHRD,No,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://iimamritsar.ac.in/
Indian Institute of Management - [IIMBG],"Gaya, Bihar",Management and Buisness,General,PGDM,775000.00,CAT,92.00,Government,"MHRD, AACSB",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/SzchCrB
IIM Jammu,"Jammu, Jammu and Kashmir",Management and Buisness,General,PGDM,1053980.00,CAT,92.00,Government,"UGC, AACSB",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iimj.ac.in/
IIM Sambalpur,"Sambalpur, Odisha",Management and Buisness,General,PGDM,995000.00,CAT,92.00,Private,"MHRD, AACSB",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://iimsambalpur.ac.in/
IIM Sirmaur,"Sirmaur, Himachal Pradesh",Management and Buisness,General,PGDM,925000.00,CAT,80.00,Private,MHRD,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iimsirmaur.ac.in/
IIT Roorkee - Indian Institute of Technology - [IITR],"Roorkee, Uttarakhand",Management and Buisness,General,PGDM,230100.00,CAT,95.00,Government,"AICTE, UGC",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iitr.ac.in/
IIT Kanpur - Indian Institute of Technology - [IITK],"Kanpur, Uttar Pradesh",Management and Buisness,General,PGDM,254230.00,CAT,85.00,Government,UGC,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.iitk.ac.in/
IMI - International Management Institute,"New Delhi, Delhi NCR",Management and Buisness,General,PGDM,1100000.00,CAT,90.00,Private,"AICTE, NBA, AACSB, AMBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.imi.edu/delhi/
TAPMI Manipal,"Manipal, Karnataka",Management and Buisness,General,PGDM,960000.00,CAT,85.00,Private,"AICTE, NBA, AIU, AACSB, AMBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.tapmi.edu.in/
Institute of Rural Management - [IRMA],"Anand, Gujarat",Management and Buisness,General,PGDM,1074508.00,CAT,80.00,Private,NAAC Grade,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://irma.ac.in/
"Department of Business Economics, University of Delhi - [DBE]","New Delhi, Delhi NCR",Management and Buisness,General,PGDM,50500.00,CAT,90.00,Government,AICTE,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/Szqpfap
FORE School of Management - [FSM],"New Delhi, Delhi NCR",Management and Buisness,General,PGDM,1038500.00,CAT,85.00,Private,"AICTE, NBA, AIU",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.fsm.ac.in/
Symbiosis Institute of Business Management - [SIBM],"Bangalore, Karnataka",Management and Buisness,General,PGDM,1041000.00,SNAP,90.00,Private,NAAC Grade A,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.sibmbengaluru.edu.in/
Narsee Monjee Institute of Management Studies - [NMIMS University],"Bangalore, Karnataka",Management and Buisness,General,PGDM,1000000.00,NMAT,93.00,Private,"AICTE, AMBA",Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://bengaluru.nmims.edu/
Symbiosis Institute of International Business - [SIIB],"Pune, Maharashtra ",Management and Buisness,General,PGDM,955000.00,SNAP,93.00,Private,NAAC Grade A++,Yes,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://siib.ac.in/
Sri Ramachandra Institute of Higher Education and Research,"Chennai, Tamil Nadu",Medical and Life Sciences,Nursing,B.Sc,100000.00,10+2,0.50,Private,NAAC Grade A++,NO,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.sriramachandra.edu.in/
Calcutta Institute of Engineering and Management - [CIEM],"Kolkata, West Bengal",Medical and Life Sciences,Nursing,B.Sc,103750.00,10+2,0.50,Private,NAAC Grade B+,NO,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/oVTDN68
GNIOT Group of Institutions - [GNIOT],"Greater Noida, Uttar Pradesh",Medical and Life Sciences,Nursing,B.Sc,130500.00,10+2,0.50,Private,NAAC Grade A+,NO,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/RGXURiv
SR University - [SRU],"Warangal, Telangana",Medical and Life Sciences,Nursing,B.Sc,110000.00,10+2,0.50,Private,NAAC Grade A,NO,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://sru.edu.in/
Sanskriti University - [SU],"Mathura, Uttar Pradesh",Medical and Life Sciences,Nursing,B.Sc,200000.00,10+2,0.55,Private,"NCTE, RCI, PCI, BCI, ICAR",NO,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.sanskriti.edu.in/
ITM University,"Gwalior, Madhya Pradesh",Medical and Life Sciences,Nursing,B.Sc,240000.00,10+2,0.43,Private,NAAC Grade B 2.3,NO,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/SVp9Jjj
Saveetha Institute of Medical And Technical Sciences - [SIMATS],"Chennai, Tamil Nadu ",Medical and Life Sciences,Nursing,B.Sc,125000.00,10+2,0.50,Private,NAAC Grade,NO,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.saveetha.com/
Chitkara University - [CU],"Patiala, Punjab",Medical and Life Sciences,Nursing,B.Sc,140000.00,10+2,0.50,Private,NAAC Grade A+,NO,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/bqYRAH6
St John's Medical College,"Bangalore, Karnataka",Medical and Life Sciences,Nursing,B.Sc,89870.00,KCET exam and 10+2,0.40,Private,NAAC Grade,NO,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://www.stjohns.in/
Supreme Knowledge Foundation Group of Institutions - [SKFGI],"Hooghly, West Bengal",Medical and Life Sciences,Nursing,B.Sc,119000.00,10+2,0.45,Private,"AICTE, UGC, NBA, MHRD",NO,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://g.co/kgs/AJKHbPa
Future University,"Bareilly, Uttar Pradesh",Medical and Life Sciences,Nursing,B.Sc,100000.00,10+2,0.45,Private,"NCTE, AICTE, PCI, INC, NCISM",NO,"Research Facilities,Library,Hostel Facilities,Financial Support,Health Services,Cultural and Extracurricular Activities",https://futureuniversity.in/
